addends,bit,errorrate
2,5,0.2965336
3,5,0.213798947368421
4,5,0.37411818181818185
5,5,0.312252030075188
6,5,0.23020799999999994
7,5,0.23144159999999997
8,5,0.18691639097744356
9,5,0.14719559999999998
2,6,0.1480327485380117
3,6,0.33373909774436084
4,6,0.14506700000000003
5,6,0.256454375
6,6,0.20765733333333333
7,6,0.2271983709273184
8,6,0.19503741666666666
9,6,0.1496060606060606
