bit,metric,errorrate
1,1,0.012706499999999999
1,2,0.000007999999999999996
1,3,0.000009499999999999999
1,4,0.000006749999999999998
1,5,0.000008499999999999998
1,6,0.000006749999999999998
1,7,0.000007749999999999999
1,8,0.000006749999999999998
1,9,0.000007249999999999999
1,10,0.000006749999999999998
1,11,0.000007499999999999999
1,12,0.000006749999999999998
1,13,0.000007499999999999999
1,14,0.000006749999999999998
1,15,0.000007499999999999999
1,16,0.000006749999999999998
1,17,0.000007499999999999999
1,18,0.000006749999999999998
1,19,0.000007499999999999999
1,20,0.000006749999999999998
1,21,0.000007499999999999999
1,22,0.000006749999999999998
1,23,0.000007499999999999999
1,24,0.000006749999999999998
1,25,0.000007499999999999999
1,26,0.000006749999999999998
1,27,0.000007499999999999999
1,28,0.000006749999999999998
1,29,0.000007499999999999999
1,30,0.000006749999999999998
1,31,0.000007499999999999999
1,32,0.000006749999999999998
1,33,0.000007249999999999999
1,34,0.000006749999999999998
1,35,0.000007249999999999999
1,36,0.000006749999999999998
1,37,0.000007249999999999999
1,38,0.000006749999999999998
1,39,0.000007249999999999999
1,40,0.000006749999999999998
1,41,0.000007249999999999999
1,42,0.000006749999999999998
1,43,0.000007249999999999999
1,44,0.000006749999999999998
1,45,0.000007249999999999999
1,46,0.000006749999999999998
1,47,0.000006999999999999999
1,48,0.000006749999999999998
1,49,0.000006999999999999999
1,50,0.000006749999999999998
1,51,0.000006999999999999999
1,52,0.000006749999999999998
1,53,0.000006999999999999999
1,54,0.000006749999999999998
1,55,0.000006999999999999999
1,56,0.000006749999999999998
1,57,0.000006999999999999999
1,58,0.000006749999999999998
1,59,0.000006999999999999999
1,60,0.000006749999999999998
1,61,0.000006999999999999999
1,62,0.000006999999999999999
1,63,0.000006999999999999999
1,64,0.000006999999999999999
1,65,0.000006999999999999999
1,66,0.000006999999999999999
1,67,0.000006999999999999999
1,68,0.000006999999999999999
1,69,0.000006999999999999999
1,70,0.000006999999999999999
1,71,0.000006999999999999999
1,72,0.000006999999999999999
1,73,0.000006999999999999999
1,74,0.000006999999999999999
1,75,0.000006999999999999999
1,76,0.000006999999999999999
1,77,0.000006999999999999999
1,78,0.000006999999999999999
1,79,0.000006999999999999999
1,80,0.000006999999999999999
1,81,0.000006999999999999999
1,82,0.000006999999999999999
1,83,0.000006999999999999999
1,84,0.000006999999999999999
1,85,0.000006999999999999999
1,86,0.000006999999999999999
1,87,0.000006999999999999999
1,88,0.000006999999999999999
1,89,0.000006999999999999999
1,90,0.000006999999999999999
1,91,0.000006999999999999999
1,92,0.000006749999999999998
1,93,0.000006999999999999999
1,94,0.000006749999999999998
1,95,0.000006999999999999999
1,96,0.000006749999999999998
1,97,0.000006999999999999999
1,98,0.000006749999999999998
1,99,0.000006999999999999999
2,1,0.023595375000000002
2,2,0.00009037500000000004
2,3,0.000057999999999999994
2,4,0.000043749999999999986
2,5,0.0000365
2,6,0.00004
2,7,0.00003662499999999999
2,8,0.000039499999999999984
2,9,0.000033249999999999995
2,10,0.000043375000000000004
2,11,0.00004424999999999999
2,12,0.000039500000000000005
2,13,0.00003899999999999999
2,14,0.000038499999999999994
2,15,0.0000365
2,16,0.00003812499999999999
2,17,0.000035625
2,18,0.000034
2,19,0.00004199999999999999
2,20,0.000039375
2,21,0.000037749999999999996
2,22,0.000037374999999999994
2,23,0.000036125
2,24,0.00003725
2,25,0.000035749999999999995
2,26,0.000034874999999999994
2,27,0.000036374999999999996
2,28,0.00003425
2,29,0.000037625
2,30,0.000039250000000000005
2,31,0.00003724999999999999
2,32,0.000036624999999999996
2,33,0.000036375
2,34,0.000035
2,35,0.00003675
2,36,0.000036374999999999996
2,37,0.000035
2,38,0.000038499999999999994
2,39,0.00003674999999999999
2,40,0.000037500000000000003
2,41,0.000036625
2,42,0.000035499999999999996
2,43,0.000036750000000000006
2,44,0.00003525
2,45,0.000034374999999999995
2,46,0.00003675
2,47,0.000036874999999999995
2,48,0.000037749999999999996
2,49,0.000036750000000000006
2,50,0.000035749999999999995
2,51,0.000036374999999999996
2,52,0.000036375
2,53,0.00003575
2,54,0.0000355
2,55,0.000035125
2,56,0.000036375
2,57,0.000036875
2,58,0.000036125
2,59,0.00003725
2,60,0.000035625
2,61,0.000034875
2,62,0.000036125
2,63,0.000035375000000000006
2,64,0.000036
2,65,0.0000355
2,66,0.000036374999999999996
2,67,0.000036874999999999995
2,68,0.000036374999999999996
2,69,0.00003725
2,70,0.00003625
2,71,0.0000365
2,72,0.000036374999999999996
2,73,0.000034875
2,74,0.000035000000000000004
2,75,0.000035625
2,76,0.000036625
2,77,0.000036750000000000006
2,78,0.00003575
2,79,0.00003575
2,80,0.000036125
2,81,0.000035625
2,82,0.000036125
2,83,0.00003512500000000001
2,84,0.000035000000000000004
2,85,0.000037625
2,86,0.00003625
2,87,0.00003625
2,88,0.00003675
2,89,0.000035625
2,90,0.000035249999999999996
2,91,0.000036
2,92,0.000036
2,93,0.000036125000000000004
2,94,0.000035875
2,95,0.000036125000000000004
2,96,0.00003675
2,97,0.000035875
2,98,0.00003625
2,99,0.00003575
3,1,0.0407995
3,2,0.004391166666666666
3,3,0.0020355
3,4,0.0014792499999999997
3,5,0.0011790000000000001
3,6,0.00116275
3,7,0.0010409999999999998
3,8,0.0010104166666666668
3,9,0.00098
3,10,0.0009613333333333335
3,11,0.0009445833333333336
3,12,0.0009376666666666668
3,13,0.0009507499999999999
3,14,0.00093925
3,15,0.0009040833333333335
3,16,0.0009266666666666668
3,17,0.0009023333333333333
3,18,0.0009123333333333334
3,19,0.0009099166666666668
3,20,0.0008926666666666667
3,21,0.0008957499999999998
3,22,0.0008896666666666668
3,23,0.0008938333333333336
3,24,0.0009045000000000004
3,25,0.0008942499999999999
3,26,0.0009073333333333333
3,27,0.0008969166666666671
3,28,0.000907083333333333
3,29,0.0008945833333333334
3,30,0.0008968333333333331
3,31,0.0009053333333333335
3,32,0.0008974166666666666
3,33,0.000892166666666667
3,34,0.0008889166666666669
3,35,0.0008829166666666666
3,36,0.0008965833333333332
3,37,0.0008895833333333335
3,38,0.0008894166666666668
3,39,0.0008876666666666667
3,40,0.000887083333333333
3,41,0.0008906666666666665
3,42,0.0008960833333333334
3,43,0.0008888333333333336
3,44,0.0008948333333333333
3,45,0.0008801666666666665
3,46,0.0008934166666666665
3,47,0.0008869166666666668
3,48,0.000883083333333333
3,49,0.000882
3,50,0.0008934166666666664
3,51,0.0008837500000000001
3,52,0.0008911666666666665
3,53,0.0008895000000000001
3,54,0.0008854166666666667
3,55,0.0008883333333333332
3,56,0.0008910833333333334
3,57,0.0008870833333333331
3,58,0.0008893333333333332
3,59,0.0008854166666666664
3,60,0.0008872499999999998
3,61,0.0008934999999999998
3,62,0.0008824166666666673
3,63,0.0008829999999999999
3,64,0.0008874166666666668
3,65,0.0008869166666666668
3,66,0.0008844166666666668
3,67,0.0008865833333333329
3,68,0.0008759166666666671
3,69,0.0008800833333333335
3,70,0.0008858333333333335
3,71,0.0008855
3,72,0.0008859166666666667
3,73,0.0008913333333333333
3,74,0.0008869166666666667
3,75,0.0008796666666666665
3,76,0.0008861666666666667
3,77,0.0008847500000000001
3,78,0.0008849166666666667
3,79,0.0008840833333333333
3,80,0.0008840833333333334
3,81,0.0008881666666666669
3,82,0.0008879999999999999
3,83,0.0008844166666666667
3,84,0.0008880833333333334
3,85,0.000884666666666667
3,86,0.00088625
3,87,0.00088525
3,88,0.0008853333333333331
3,89,0.0008859166666666665
3,90,0.0008866666666666665
3,91,0.0008898333333333333
3,92,0.0008894999999999998
3,93,0.000886
3,94,0.000889
3,95,0.0008859999999999999
3,96,0.0008887499999999998
3,97,0.0008883333333333332
3,98,0.0008828333333333333
3,99,0.0008884999999999998
4,1,0.06931249999999999
4,2,0.0319894375
4,3,0.026377187500000003
4,4,0.024525125000000002
4,5,0.023715124999999997
4,6,0.02322856249999999
4,7,0.02311775
4,8,0.0228499375
4,9,0.022681375000000004
4,10,0.022616999999999998
4,11,0.02249075
4,12,0.02245581250000001
4,13,0.022456750000000004
4,14,0.022460624999999998
4,15,0.02244156249999999
4,16,0.022376562499999995
4,17,0.0224084375
4,18,0.0223513125
4,19,0.022347062499999994
4,20,0.022259875000000005
4,21,0.022345749999999994
4,22,0.022306375000000003
4,23,0.02226175
4,24,0.022284250000000005
4,25,0.022287625
4,26,0.0222953125
4,27,0.022292812500000005
4,28,0.022295937499999995
4,29,0.022287750000000002
4,30,0.022253812500000004
4,31,0.022239062500000004
4,32,0.022246562499999997
4,33,0.022265312500000002
4,34,0.022239062500000007
4,35,0.022277
4,36,0.02224581249999999
4,37,0.02222625
4,38,0.022271937500000002
4,39,0.022265687500000002
4,40,0.022234875000000005
4,41,0.022253937499999998
4,42,0.022264812499999998
4,43,0.0222725625
4,44,0.022259562500000007
4,45,0.02228693750000001
4,46,0.022224999999999998
4,47,0.022252250000000005
4,48,0.0222391875
4,49,0.022246437500000008
4,50,0.02224762499999999
4,51,0.022233250000000003
4,52,0.022253499999999992
4,53,0.022224312500000006
4,54,0.022263687499999997
4,55,0.022237062499999998
4,56,0.022266937500000004
4,57,0.022253437500000004
4,58,0.022249374999999995
4,59,0.022236562500000005
4,60,0.022226125
4,61,0.022228499999999998
4,62,0.022227625000000004
4,63,0.022253999999999996
4,64,0.02226075
4,65,0.022235187500000003
4,66,0.0222608125
4,67,0.022238812499999996
4,68,0.022232000000000002
4,69,0.022239124999999995
4,70,0.022250125000000006
4,71,0.022263437500000004
4,72,0.0222565
4,73,0.02225325
4,74,0.022251124999999997
4,75,0.022252499999999998
4,76,0.022250562499999994
4,77,0.022252875
4,78,0.022235499999999995
4,79,0.022239125
4,80,0.022243250000000006
4,81,0.022230187499999995
4,82,0.022250937499999998
4,83,0.022241062500000002
4,84,0.022239250000000002
4,85,0.0222391875
4,86,0.022242875
4,87,0.022244875
4,88,0.022246562499999997
4,89,0.02223231249999999
4,90,0.022235999999999992
4,91,0.022249562500000004
4,92,0.022236562500000005
4,93,0.022229000000000002
4,94,0.022251187500000005
4,95,0.022245437499999996
4,96,0.0222429375
4,97,0.022227937499999996
4,98,0.022239437499999997
4,99,0.022233749999999993
5,1,0.11269159999999999
5,2,0.09133715000000003
5,3,0.08751089999999997
5,4,0.08616375
5,5,0.08572354999999998
5,6,0.08531780000000003
5,7,0.08508265000000001
5,8,0.08490169999999997
5,9,0.08480150000000002
5,10,0.08475234999999998
5,11,0.0847158
5,12,0.08465425
5,13,0.08465764999999999
5,14,0.08461284999999996
5,15,0.08462224999999998
5,16,0.0845497
5,17,0.08450409999999998
5,18,0.08448235000000003
5,19,0.08452749999999998
5,20,0.08450599999999998
5,21,0.08451334999999999
5,22,0.0845223
5,23,0.08445859999999997
5,24,0.08450154999999998
5,25,0.0845053
5,26,0.08448784999999999
5,27,0.0844408
5,28,0.08448675
5,29,0.08447560000000001
5,30,0.08445639999999999
5,31,0.08447625
5,32,0.08449225000000002
5,33,0.08446279999999998
5,34,0.084462
5,35,0.0844624
5,36,0.08443049999999999
5,37,0.08446489999999997
5,38,0.08445470000000002
5,39,0.08445484999999998
5,40,0.08442914999999998
5,41,0.08443169999999998
5,42,0.08446025000000003
5,43,0.08444170000000001
5,44,0.084446
5,45,0.0844601
5,46,0.08443125
5,47,0.08442225
5,48,0.08443079999999999
5,49,0.0844609
5,50,0.08443405000000002
5,51,0.08442719999999998
5,52,0.08443660000000001
5,53,0.08442025000000002
5,54,0.08445280000000002
5,55,0.08443809999999999
5,56,0.08444075000000004
5,57,0.084426
5,58,0.08445770000000001
5,59,0.08442204999999997
5,60,0.08443055000000001
5,61,0.08443545000000004
5,62,0.08442940000000004
5,63,0.08442605000000002
5,64,0.08445929999999999
5,65,0.08446829999999998
5,66,0.0844588
5,67,0.08443605
5,68,0.08447110000000002
5,69,0.08445355000000003
5,70,0.08444349999999998
5,71,0.08443209999999998
5,72,0.08442529999999998
5,73,0.08444394999999999
5,74,0.08441475000000002
5,75,0.08444124999999998
5,76,0.08444894999999997
5,77,0.08442370000000005
5,78,0.0844322
5,79,0.08442795000000002
5,80,0.08444255
5,81,0.08444179999999997
5,82,0.0844332
5,83,0.08443809999999999
5,84,0.08442569999999999
5,85,0.08443145000000002
5,86,0.08442675
5,87,0.08444235000000001
5,88,0.08443275
5,89,0.08443750000000001
5,90,0.08442549999999999
5,91,0.08443845
5,92,0.08443570000000002
5,93,0.08444920000000002
5,94,0.08443795
5,95,0.08442909999999999
5,96,0.08445115000000002
5,97,0.0844389
5,98,0.0844274
5,99,0.0844443
6,1,0.15958695833333336
6,2,0.1505257916666667
6,3,0.14941050000000006
6,4,0.14863891666666665
6,5,0.14848149999999996
6,6,0.14836104166666664
6,7,0.14830270833333326
6,8,0.14813962499999997
6,9,0.148157625
6,10,0.14812370833333335
6,11,0.14814658333333336
6,12,0.14818149999999997
6,13,0.148091125
6,14,0.14811399999999997
6,15,0.14810041666666668
6,16,0.1481416666666667
6,17,0.1481088333333333
6,18,0.1480880833333333
6,19,0.1481138333333333
6,20,0.148083
6,21,0.1481011666666667
6,22,0.14809945833333335
6,23,0.14808783333333334
6,24,0.14808279166666663
6,25,0.14808245833333333
6,26,0.14809170833333335
6,27,0.14807829166666667
6,28,0.14806795833333333
6,29,0.1480775416666667
6,30,0.1480838333333333
6,31,0.14805887500000003
6,32,0.14807033333333333
6,33,0.1480730416666667
6,34,0.14807404166666666
6,35,0.1480715416666667
6,36,0.148063375
6,37,0.148061
6,38,0.14807437500000004
6,39,0.1480510416666667
6,40,0.14805624999999994
6,41,0.14804575
6,42,0.148038875
6,43,0.14806945833333338
6,44,0.14806558333333336
6,45,0.14804279166666667
6,46,0.14806058333333333
6,47,0.1480515416666667
6,48,0.148071
6,49,0.14805891666666665
6,50,0.14807274999999998
6,51,0.14804225000000004
6,52,0.14806204166666667
6,53,0.1480505
6,54,0.14805120833333332
6,55,0.14806941666666665
6,56,0.14804433333333328
6,57,0.1480575
6,58,0.14806929166666669
6,59,0.14803741666666664
6,60,0.1480250416666667
6,61,0.1480702083333333
6,62,0.14805129166666667
6,63,0.14806566666666668
6,64,0.14803608333333332
6,65,0.14805429166666673
6,66,0.14805054166666667
6,67,0.14805295833333335
6,68,0.14806966666666663
6,69,0.148050125
6,70,0.14804533333333336
6,71,0.14804175000000006
6,72,0.14807458333333334
6,73,0.14805170833333334
6,74,0.14807391666666664
6,75,0.14805904166666664
6,76,0.14806662499999995
6,77,0.1480670833333333
6,78,0.14805375000000004
6,79,0.14804974999999998
6,80,0.148084625
6,81,0.14806091666666665
6,82,0.14804245833333338
6,83,0.14806024999999998
6,84,0.14804099999999998
6,85,0.14806354166666666
6,86,0.14805404166666666
6,87,0.148067
6,88,0.148068
6,89,0.14806725
6,90,0.14807345833333332
6,91,0.1480576666666667
6,92,0.14806895833333336
6,93,0.1480317916666667
6,94,0.14803783333333334
6,95,0.14803579166666667
6,96,0.14806070833333332
6,97,0.1480621666666667
6,98,0.14805312499999998
6,99,0.148051
