1,0.051909625
2,0.00716975
3,0.0036135
4,0.002605625
5,0.002225
6,0.001924125
7,0.00183075
8,0.001638625
9,0.001601125
10,0.001696625
11,0.001633
12,0.001552
13,0.001546375
14,0.00156825
15,0.00154375
16,0.00152825
17,0.001526
18,0.001512
19,0.0015425
20,0.001539875
21,0.001546375
22,0.00151825
23,0.00151325
24,0.0014905
25,0.001509875
26,0.001510875
27,0.001512875
28,0.001510875
29,0.001501125
30,0.00151
31,0.00150275
32,0.00152025
33,0.00153625
34,0.001492375
35,0.0015155
36,0.0014925
37,0.001519375
38,0.00151025
39,0.0014895
40,0.0015085
41,0.001493875
42,0.001488
43,0.0015195
44,0.00150275
45,0.00148125
46,0.001487
47,0.001503
48,0.001496875
49,0.0015065
50,0.001525625
51,0.0015
52,0.001515875
53,0.00151225
54,0.001499
55,0.001494625
56,0.00151575
57,0.00151425
58,0.00150375
59,0.001507125
60,0.0015055
61,0.001515
62,0.00148925
63,0.001493875
64,0.0015025
65,0.0015085
66,0.001508375
67,0.001501625
68,0.001495
69,0.00150425
70,0.001503
71,0.001509
72,0.001489625
73,0.001501375
74,0.001501875
75,0.001501875
76,0.001510875
77,0.001504375
78,0.001502875
79,0.001504
80,0.00150075
81,0.001510875
82,0.001512125
83,0.00150225
84,0.00150025
85,0.001502625
86,0.00152175
87,0.0014955
88,0.001511375
89,0.00152175
90,0.001490375
91,0.001505875
92,0.001496
93,0.00150475
94,0.00150175
95,0.001504125
96,0.001512625
97,0.0014975
98,0.001499125
99,0.00149325
